"","Observations","Posterior","Candidate"
"2242",37400,0,"SORENSEN Susan"
"2243",37400,0,"WILLIAMS Toby"
"2244",37400,0,"WRIGHT Sue"
"2245",37500,0,"HRNJAK Ethan"
"2246",37500,0,"MAWSON Greg"
"2247",37500,1,"REGAN Michael"
"2248",37500,0,"SORENSEN Susan"
"2249",37500,0,"WILLIAMS Toby"
"2250",37500,0,"WRIGHT Sue"
"2251",37600,0,"HRNJAK Ethan"
"2252",37600,0,"MAWSON Greg"
"2253",37600,1,"REGAN Michael"
"2254",37600,0,"SORENSEN Susan"
"2255",37600,0,"WILLIAMS Toby"
"2256",37600,0,"WRIGHT Sue"
"2257",37700,0,"HRNJAK Ethan"
"2258",37700,0,"MAWSON Greg"
"2259",37700,1,"REGAN Michael"
"2260",37700,0,"SORENSEN Susan"
"2261",37700,0,"WILLIAMS Toby"
"2262",37700,0,"WRIGHT Sue"
"2263",37800,0,"HRNJAK Ethan"
"2264",37800,0,"MAWSON Greg"
"2265",37800,1,"REGAN Michael"
"2266",37800,0,"SORENSEN Susan"
"2267",37800,0,"WILLIAMS Toby"
"2268",37800,0,"WRIGHT Sue"
"2269",37900,0,"HRNJAK Ethan"
"2270",37900,0,"MAWSON Greg"
"2271",37900,1,"REGAN Michael"
"2272",37900,0,"SORENSEN Susan"
"2273",37900,0,"WILLIAMS Toby"
"2274",37900,0,"WRIGHT Sue"
"2275",38000,0,"HRNJAK Ethan"
"2276",38000,0,"MAWSON Greg"
"2277",38000,1,"REGAN Michael"
"2278",38000,0,"SORENSEN Susan"
"2279",38000,0,"WILLIAMS Toby"
"2280",38000,0,"WRIGHT Sue"
"2281",38100,0,"HRNJAK Ethan"
"2282",38100,0,"MAWSON Greg"
"2283",38100,1,"REGAN Michael"
"2284",38100,0,"SORENSEN Susan"
"2285",38100,0,"WILLIAMS Toby"
"2286",38100,0,"WRIGHT Sue"
"2287",38200,0,"HRNJAK Ethan"
"2288",38200,0,"MAWSON Greg"
"2289",38200,1,"REGAN Michael"
"2290",38200,0,"SORENSEN Susan"
"2291",38200,0,"WILLIAMS Toby"
"2292",38200,0,"WRIGHT Sue"
"2293",38300,0,"HRNJAK Ethan"
"2294",38300,0,"MAWSON Greg"
"2295",38300,1,"REGAN Michael"
"2296",38300,0,"SORENSEN Susan"
"2297",38300,0,"WILLIAMS Toby"
"2298",38300,0,"WRIGHT Sue"
"2299",38400,0,"HRNJAK Ethan"
"2300",38400,0,"MAWSON Greg"
"2301",38400,1,"REGAN Michael"
"2302",38400,0,"SORENSEN Susan"
"2303",38400,0,"WILLIAMS Toby"
"2304",38400,0,"WRIGHT Sue"
"2305",38500,0,"HRNJAK Ethan"
"2306",38500,0,"MAWSON Greg"
"2307",38500,1,"REGAN Michael"
"2308",38500,0,"SORENSEN Susan"
"2309",38500,0,"WILLIAMS Toby"
"2310",38500,0,"WRIGHT Sue"
"2311",38600,0,"HRNJAK Ethan"
"2312",38600,0,"MAWSON Greg"
"2313",38600,1,"REGAN Michael"
"2314",38600,0,"SORENSEN Susan"
"2315",38600,0,"WILLIAMS Toby"
"2316",38600,0,"WRIGHT Sue"
"2317",38700,0,"HRNJAK Ethan"
"2318",38700,0,"MAWSON Greg"
"2319",38700,1,"REGAN Michael"
"2320",38700,0,"SORENSEN Susan"
"2321",38700,0,"WILLIAMS Toby"
"2322",38700,0,"WRIGHT Sue"
"2323",38800,0,"HRNJAK Ethan"
"2324",38800,0,"MAWSON Greg"
"2325",38800,1,"REGAN Michael"
"2326",38800,0,"SORENSEN Susan"
"2327",38800,0,"WILLIAMS Toby"
"2328",38800,0,"WRIGHT Sue"
"2329",38900,0,"HRNJAK Ethan"
"2330",38900,0,"MAWSON Greg"
"2331",38900,1,"REGAN Michael"
"2332",38900,0,"SORENSEN Susan"
"2333",38900,0,"WILLIAMS Toby"
"2334",38900,0,"WRIGHT Sue"
"2335",39000,0,"HRNJAK Ethan"
"2336",39000,0,"MAWSON Greg"
"2337",39000,1,"REGAN Michael"
"2338",39000,0,"SORENSEN Susan"
"2339",39000,0,"WILLIAMS Toby"
"2340",39000,0,"WRIGHT Sue"
"2341",39100,0,"HRNJAK Ethan"
"2342",39100,0,"MAWSON Greg"
"2343",39100,1,"REGAN Michael"
"2344",39100,0,"SORENSEN Susan"
"2345",39100,0,"WILLIAMS Toby"
"2346",39100,0,"WRIGHT Sue"
"2347",39200,0,"HRNJAK Ethan"
"2348",39200,0,"MAWSON Greg"
"2349",39200,1,"REGAN Michael"
"2350",39200,0,"SORENSEN Susan"
"2351",39200,0,"WILLIAMS Toby"
"2352",39200,0,"WRIGHT Sue"
"2353",39300,0,"HRNJAK Ethan"
"2354",39300,0,"MAWSON Greg"
"2355",39300,1,"REGAN Michael"
"2356",39300,0,"SORENSEN Susan"
"2357",39300,0,"WILLIAMS Toby"
"2358",39300,0,"WRIGHT Sue"
"2359",39400,0,"HRNJAK Ethan"
"2360",39400,0,"MAWSON Greg"
"2361",39400,1,"REGAN Michael"
"2362",39400,0,"SORENSEN Susan"
"2363",39400,0,"WILLIAMS Toby"
"2364",39400,0,"WRIGHT Sue"
"2365",39500,0,"HRNJAK Ethan"
"2366",39500,0,"MAWSON Greg"
"2367",39500,1,"REGAN Michael"
"2368",39500,0,"SORENSEN Susan"
"2369",39500,0,"WILLIAMS Toby"
"2370",39500,0,"WRIGHT Sue"
"2371",39600,0,"HRNJAK Ethan"
"2372",39600,0,"MAWSON Greg"
"2373",39600,1,"REGAN Michael"
"2374",39600,0,"SORENSEN Susan"
"2375",39600,0,"WILLIAMS Toby"
"2376",39600,0,"WRIGHT Sue"
"2377",39700,0,"HRNJAK Ethan"
"2378",39700,0,"MAWSON Greg"
"2379",39700,1,"REGAN Michael"
"2380",39700,0,"SORENSEN Susan"
"2381",39700,0,"WILLIAMS Toby"
"2382",39700,0,"WRIGHT Sue"
"2383",39800,0,"HRNJAK Ethan"
"2384",39800,0,"MAWSON Greg"
"2385",39800,1,"REGAN Michael"
"2386",39800,0,"SORENSEN Susan"
"2387",39800,0,"WILLIAMS Toby"
"2388",39800,0,"WRIGHT Sue"
"2389",39900,0,"HRNJAK Ethan"
"2390",39900,0,"MAWSON Greg"
"2391",39900,1,"REGAN Michael"
"2392",39900,0,"SORENSEN Susan"
"2393",39900,0,"WILLIAMS Toby"
"2394",39900,0,"WRIGHT Sue"
"2395",40000,0,"HRNJAK Ethan"
"2396",40000,0,"MAWSON Greg"
"2397",40000,1,"REGAN Michael"
"2398",40000,0,"SORENSEN Susan"
"2399",40000,0,"WILLIAMS Toby"
"2400",40000,0,"WRIGHT Sue"
"2401",40100,0,"HRNJAK Ethan"
"2402",40100,0,"MAWSON Greg"
"2403",40100,1,"REGAN Michael"
"2404",40100,0,"SORENSEN Susan"
"2405",40100,0,"WILLIAMS Toby"
"2406",40100,0,"WRIGHT Sue"
"2407",40200,0,"HRNJAK Ethan"
"2408",40200,0,"MAWSON Greg"
"2409",40200,1,"REGAN Michael"
"2410",40200,0,"SORENSEN Susan"
"2411",40200,0,"WILLIAMS Toby"
"2412",40200,0,"WRIGHT Sue"
"2413",40300,0,"HRNJAK Ethan"
"2414",40300,0,"MAWSON Greg"
"2415",40300,1,"REGAN Michael"
"2416",40300,0,"SORENSEN Susan"
"2417",40300,0,"WILLIAMS Toby"
"2418",40300,0,"WRIGHT Sue"
"2419",40400,0,"HRNJAK Ethan"
"2420",40400,0,"MAWSON Greg"
"2421",40400,1,"REGAN Michael"
"2422",40400,0,"SORENSEN Susan"
"2423",40400,0,"WILLIAMS Toby"
"2424",40400,0,"WRIGHT Sue"
"2425",40500,0,"HRNJAK Ethan"
"2426",40500,0,"MAWSON Greg"
"2427",40500,1,"REGAN Michael"
"2428",40500,0,"SORENSEN Susan"
"2429",40500,0,"WILLIAMS Toby"
"2430",40500,0,"WRIGHT Sue"
"2431",40600,0,"HRNJAK Ethan"
"2432",40600,0,"MAWSON Greg"
"2433",40600,1,"REGAN Michael"
"2434",40600,0,"SORENSEN Susan"
"2435",40600,0,"WILLIAMS Toby"
"2436",40600,0,"WRIGHT Sue"
"2437",40700,0,"HRNJAK Ethan"
"2438",40700,0,"MAWSON Greg"
"2439",40700,1,"REGAN Michael"
"2440",40700,0,"SORENSEN Susan"
"2441",40700,0,"WILLIAMS Toby"
"2442",40700,0,"WRIGHT Sue"
"2443",40800,0,"HRNJAK Ethan"
"2444",40800,0,"MAWSON Greg"
"2445",40800,1,"REGAN Michael"
"2446",40800,0,"SORENSEN Susan"
"2447",40800,0,"WILLIAMS Toby"
"2448",40800,0,"WRIGHT Sue"
"2449",40900,0,"HRNJAK Ethan"
"2450",40900,0,"MAWSON Greg"
"2451",40900,1,"REGAN Michael"
"2452",40900,0,"SORENSEN Susan"
"2453",40900,0,"WILLIAMS Toby"
"2454",40900,0,"WRIGHT Sue"
"2455",41000,0,"HRNJAK Ethan"
"2456",41000,0,"MAWSON Greg"
"2457",41000,1,"REGAN Michael"
"2458",41000,0,"SORENSEN Susan"
"2459",41000,0,"WILLIAMS Toby"
"2460",41000,0,"WRIGHT Sue"
"2461",41100,0,"HRNJAK Ethan"
"2462",41100,0,"MAWSON Greg"
"2463",41100,1,"REGAN Michael"
"2464",41100,0,"SORENSEN Susan"
"2465",41100,0,"WILLIAMS Toby"
"2466",41100,0,"WRIGHT Sue"
"2467",41200,0,"HRNJAK Ethan"
"2468",41200,0,"MAWSON Greg"
"2469",41200,1,"REGAN Michael"
"2470",41200,0,"SORENSEN Susan"
"2471",41200,0,"WILLIAMS Toby"
"2472",41200,0,"WRIGHT Sue"
"2473",41300,0,"HRNJAK Ethan"
"2474",41300,0,"MAWSON Greg"
"2475",41300,1,"REGAN Michael"
"2476",41300,0,"SORENSEN Susan"
"2477",41300,0,"WILLIAMS Toby"
"2478",41300,0,"WRIGHT Sue"
"2479",41400,0,"HRNJAK Ethan"
"2480",41400,0,"MAWSON Greg"
"2481",41400,1,"REGAN Michael"
"2482",41400,0,"SORENSEN Susan"
"2483",41400,0,"WILLIAMS Toby"
"2484",41400,0,"WRIGHT Sue"
"2485",41500,0,"HRNJAK Ethan"
"2486",41500,0,"MAWSON Greg"
"2487",41500,1,"REGAN Michael"
"2488",41500,0,"SORENSEN Susan"
"2489",41500,0,"WILLIAMS Toby"
"2490",41500,0,"WRIGHT Sue"
"2491",41600,0,"HRNJAK Ethan"
"2492",41600,0,"MAWSON Greg"
"2493",41600,1,"REGAN Michael"
"2494",41600,0,"SORENSEN Susan"
"2495",41600,0,"WILLIAMS Toby"
"2496",41600,0,"WRIGHT Sue"
"2497",41700,0,"HRNJAK Ethan"
"2498",41700,0,"MAWSON Greg"
"2499",41700,1,"REGAN Michael"
"2500",41700,0,"SORENSEN Susan"
"2501",41700,0,"WILLIAMS Toby"
"2502",41700,0,"WRIGHT Sue"
"2503",41800,0,"HRNJAK Ethan"
"2504",41800,0,"MAWSON Greg"
"2505",41800,1,"REGAN Michael"
"2506",41800,0,"SORENSEN Susan"
"2507",41800,0,"WILLIAMS Toby"
"2508",41800,0,"WRIGHT Sue"
"2509",41900,0,"HRNJAK Ethan"
"2510",41900,0,"MAWSON Greg"
"2511",41900,1,"REGAN Michael"
"2512",41900,0,"SORENSEN Susan"
"2513",41900,0,"WILLIAMS Toby"
"2514",41900,0,"WRIGHT Sue"
"2515",42000,0,"HRNJAK Ethan"
"2516",42000,0,"MAWSON Greg"
"2517",42000,1,"REGAN Michael"
"2518",42000,0,"SORENSEN Susan"
"2519",42000,0,"WILLIAMS Toby"
"2520",42000,0,"WRIGHT Sue"
"2521",42100,0,"HRNJAK Ethan"
"2522",42100,0,"MAWSON Greg"
"2523",42100,1,"REGAN Michael"
"2524",42100,0,"SORENSEN Susan"
"2525",42100,0,"WILLIAMS Toby"
"2526",42100,0,"WRIGHT Sue"
"2527",42200,0,"HRNJAK Ethan"
"2528",42200,0,"MAWSON Greg"
"2529",42200,1,"REGAN Michael"
"2530",42200,0,"SORENSEN Susan"
"2531",42200,0,"WILLIAMS Toby"
"2532",42200,0,"WRIGHT Sue"
"2533",42300,0,"HRNJAK Ethan"
"2534",42300,0,"MAWSON Greg"
"2535",42300,1,"REGAN Michael"
"2536",42300,0,"SORENSEN Susan"
"2537",42300,0,"WILLIAMS Toby"
"2538",42300,0,"WRIGHT Sue"
"2539",42400,0,"HRNJAK Ethan"
"2540",42400,0,"MAWSON Greg"
"2541",42400,1,"REGAN Michael"
"2542",42400,0,"SORENSEN Susan"
"2543",42400,0,"WILLIAMS Toby"
"2544",42400,0,"WRIGHT Sue"
"2545",42500,0,"HRNJAK Ethan"
"2546",42500,0,"MAWSON Greg"
"2547",42500,1,"REGAN Michael"
"2548",42500,0,"SORENSEN Susan"
"2549",42500,0,"WILLIAMS Toby"
"2550",42500,0,"WRIGHT Sue"
"2551",42600,0,"HRNJAK Ethan"
"2552",42600,0,"MAWSON Greg"
"2553",42600,1,"REGAN Michael"
"2554",42600,0,"SORENSEN Susan"
"2555",42600,0,"WILLIAMS Toby"
"2556",42600,0,"WRIGHT Sue"
"2557",42700,0,"HRNJAK Ethan"
"2558",42700,0,"MAWSON Greg"
"2559",42700,1,"REGAN Michael"
"2560",42700,0,"SORENSEN Susan"
"2561",42700,0,"WILLIAMS Toby"
"2562",42700,0,"WRIGHT Sue"
"2563",42800,0,"HRNJAK Ethan"
"2564",42800,0,"MAWSON Greg"
"2565",42800,1,"REGAN Michael"
"2566",42800,0,"SORENSEN Susan"
"2567",42800,0,"WILLIAMS Toby"
"2568",42800,0,"WRIGHT Sue"
"2569",42900,0,"HRNJAK Ethan"
"2570",42900,0,"MAWSON Greg"
"2571",42900,1,"REGAN Michael"
"2572",42900,0,"SORENSEN Susan"
"2573",42900,0,"WILLIAMS Toby"
"2574",42900,0,"WRIGHT Sue"
"2575",43000,0,"HRNJAK Ethan"
"2576",43000,0,"MAWSON Greg"
"2577",43000,1,"REGAN Michael"
"2578",43000,0,"SORENSEN Susan"
"2579",43000,0,"WILLIAMS Toby"
"2580",43000,0,"WRIGHT Sue"
"2581",43100,0,"HRNJAK Ethan"
"2582",43100,0,"MAWSON Greg"
"2583",43100,1,"REGAN Michael"
"2584",43100,0,"SORENSEN Susan"
"2585",43100,0,"WILLIAMS Toby"
"2586",43100,0,"WRIGHT Sue"
"2587",43200,0,"HRNJAK Ethan"
"2588",43200,0,"MAWSON Greg"
"2589",43200,1,"REGAN Michael"
"2590",43200,0,"SORENSEN Susan"
"2591",43200,0,"WILLIAMS Toby"
"2592",43200,0,"WRIGHT Sue"
"2593",43300,0,"HRNJAK Ethan"
